Timestamp,Function,Location,Caller function,Caller location,Status,Arrival Ts,Start Ts,End Ts,Duration,Idle time,Return value,Exception,Args
1622465115.0428035,lookAtFixationPoint,[../pyicub/controllers/GazeController.py:106],lookAtFixationPoint,[../pyicub/iCubHelper.py:189],SUCCEED,43949.306747007,43949.344648368,43949.371480341,0.026831972994841635,0.03790136099996744,None,None,"(<pyicub.controllers.GazeController.GazeController object at 0x7fc203d133d0>, -1.0, -0.5, 1.0)"
1622465117.6422365,lookAtFixationPoint,[../pyicub/controllers/GazeController.py:106],lookAtFixationPoint,[../pyicub/iCubHelper.py:189],SUCCEED,43949.379764948,43949.399121909,43951.976226392,2.5771044829962193,0.01935696100554196,None,None,"(<pyicub.controllers.GazeController.GazeController object at 0x7fc203d133d0>, -1.0, -0.2, 0.5)"
